42;WILDnights;2025-01-05;17:00:00;38.00000
5;Gratis;2025-01-05;18:00:00;3.00000
22;Acties Joint Promotions Open e-tickets;2025-01-05;18:00:00;13.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;18:00:00;9.00000
29;Abonnement WILDLANDS;2025-01-05;18:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-05;18:00:00;80.00000
39;WILDnights e-tickets;2025-01-05;18:00:00;35.00000
42;WILDnights;2025-01-05;18:00:00;21.00000
29;Abonnement WILDLANDS;2025-01-05;19:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-05;19:00:00;28.00000
39;WILDnights e-tickets;2025-01-05;19:00:00;2.00000
42;WILDnights;2025-01-05;19:00:00;2.00000
6;Accommodatiehouder e-tickets;2025-01-05;20:00:00;2.00000
29;Abonnement WILDLANDS;2025-01-05;20:00:00;9.00000
5;Gratis;2025-01-06;10:00:00;1.00000
5;Gratis;2025-01-06;11:00:00;2.00000
29;Abonnement WILDLANDS;2025-01-06;13:00:00;1.00000
28;Entree Groepen WILDLANDS;2025-01-06;14:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-07;10:00:00;1.00000
1;Vol betalend;2025-01-07;11:00:00;3.00000
6;Accommodatiehouder e-tickets;2025-01-07;11:00:00;12.00000
10;Acties Joint Promotions Overig;2025-01-07;11:00:00;1.00000
11;Vol betalend E-Ticket;2025-01-07;11:00:00;8.00000
19;Acties E-Ticket;2025-01-07;11:00:00;4.00000
23;Inkoop E-tickets;2025-01-07;11:00:00;1.00000
24;Gratis E-Tickets;2025-01-07;11:00:00;1.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-07;11:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-07;11:00:00;41.00000
1;Vol betalend;2025-01-07;12:00:00;16.00000
19;Acties E-Ticket;2025-01-07;12:00:00;5.00000
24;Gratis E-Tickets;2025-01-07;12:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-07;12:00:00;22.00000
1;Vol betalend;2025-01-07;13:00:00;3.00000
10;Acties Joint Promotions Overig;2025-01-07;13:00:00;1.00000
28;Entree Groepen WILDLANDS;2025-01-07;13:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-07;13:00:00;11.00000
19;Acties E-Ticket;2025-01-07;14:00:00;2.00000
20;Acties Overig;2025-01-07;14:00:00;2.00000
29;Abonnement WILDLANDS;2025-01-07;14:00:00;15.00000
5;Gratis;2025-01-07;15:00:00;25.00000
29;Abonnement WILDLANDS;2025-01-07;15:00:00;9.00000
